"id","name","position","team","posRank","avg","vorp","volr","price"
"14842","Pittman, Michael","WR+TE","IND",52,8.1725,-0.073500000000001,2.3025,11.04
"10789","Gilmore, Stephon","CB","IND",52,7.28833333333333,-0.741666666666666,-0.0841666666666674,7.06
"13699","Evans, Rashaan","LB","ATL",52,7.28833333333333,-0.735,0.81,8.05
"9828","Griffen, Everson","DE","FA",52,6.725,-0.6,0.895,7.97
"13747","Walker, Tracy","S","DET",52,6.64,-1.77333333333333,-0.0520000000000005,8.48
"12218","Armstead, Arik","DT","SFO",52,6.19666666666667,-1.80333333333333,-0.0866666666666669,7
"14335","Fry, Elliott","PK","ARI",52,0.675,-4.853,-3.84,8.15
"13630","Sutton, Courtland","WR+TE","DEN",53,8.16333333333333,-0.0826666666666664,2.29333333333333,11.03
"12616","Brissett, Jacoby","QB","CLE",53,7.64,-12.571,-6.91875,13.93
"15361","Horn, Jaycee","CB","CAR",53,7.26333333333333,-0.766666666666666,-0.109166666666667,7.03
"12985","Littleton, Cory","LB","CAR",53,7.17666666666667,-0.846666666666667,0.698333333333333,7.94
"13703","Carter, Lorenzo","DE","ATL",53,6.71833333333333,-0.606666666666666,0.888333333333333,7.96
"14184","Abram, Johnathan","S","SEA",53,6.626,-1.78733333333333,-0.0660000000000007,8.46
"15727","Knight, Zonovan","RB","NYJ",53,6.43,-1.3,1.48833333333333,9.41
"13933","Ford, Poona","DT","SEA",53,6.02,-1.98,-0.263333333333334,6.82
"14914","Hajrullahu, Lirim","PK","FA",53,0.5,-5.028,-4.015,7.97
"13156","Smith-Schuster, JuJu","WR+TE","KCC",54,8.13333333333333,-0.112666666666668,2.26333333333333,11
"13595","Rudolph, Mason","QB","PIT",54,7.2675,-12.9435,-7.29125,13.56
"15888","Durant, Decobie","CB","LAR",54,7.22,-0.81,-0.152500000000001,6.99
"14249","Van Ginkel, Andrew","LB","MIA",54,7.166,-0.857333333333334,0.687666666666666,7.93
"12222","Flowers, Trey","DE","MIA",54,6.66833333333333,-0.656666666666665,0.838333333333334,7.91
"12720","Kearse, Jayron","S","DAL",54,6.605,-1.80833333333333,-0.0869999999999997,8.44
"14017","Wilson, Jeffery","RB","MIA",54,6.42166666666667,-1.30833333333333,1.48,9.41
"12796","Jefferson, Quinton","DT","SEA",54,5.995,-2.005,-0.288333333333333,6.8
"15999","Ahmed, Ramiz","PK","FA",54,0.5,-5.028,-4.015,7.97
"13674","Goedert, Dallas","WR+TE","PHI",55,8.08333333333333,-0.162666666666667,2.21333333333333,10.95
"13711","Wallace, Levi","CB","PIT",55,7.155,-0.875,-0.217500000000001,6.92
"11293","Ogletree, Alec","LB","FA",55,7.0625,-0.960833333333333,0.584166666666667,7.82
"15240","Lance, Trey","QB","SFO",55,6.6575,-13.5535,-7.90125,12.95
"12234","Dupree, Bud","DE","TEN",55,6.60833333333333,-0.716666666666666,0.778333333333333,7.85
"11010","Gipson, Tashaun","S","SFO",55,6.52166666666667,-1.89166666666667,-0.170333333333334,8.36
"8658","Peterson, Adrian","RB","FA",55,6.285,-1.445,1.34333333333333,9.27
"12700","Johnson, Austin","DT","LAC",55,5.945,-2.055,-0.338333333333333,6.75
"14387","Santoso, Ryan","PK","FA",55,-0.14,-5.668,-4.655,7.33
"14845","Davis, Gabriel","WR+TE","BUF",56,8.0175,-0.2285,2.1475,10.88
"15016","Jackson, Dane","CB","BUF",56,7.125,-0.904999999999999,-0.2475,6.9
"10879","Trevathan, Danny","LB","FA",56,7.04,-0.983333333333333,0.561666666666667,7.8
"14716","Harris, Jonathan","DE","DEN",56,6.5925,-0.732499999999999,0.7625,7.84
"10699","Foles, Nick","QB","IND",56,6.4875,-13.7235,-8.07125,12.78
"14991","Fuller, Jordan","S","LAR",56,6.48,-1.93333333333333,-0.212,8.32
"15256","Williams, Javonte","RB","DEN",56,6.28,-1.45,1.33833333333333,9.26
"13777","Nichols, Bilal","DT","LVR",56,5.93,-2.07,-0.353333333333333,6.73
"15523","Ammendola, Matt","PK","FA",56,-0.726666666666667,-6.25466666666667,-5.24166666666667,6.75
"9902","Gronkowski, Rob","WR+TE","FA",57,8.00333333333333,-0.242666666666667,2.13333333333333,10.87
"16009","Gibbens, Jack","LB","TEN",57,7.03,-0.993333333333333,0.551666666666667,7.79
